2011/2012,SC Heerenveen,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,9.0,0.0,2.0,2.0,1.0,0.16666666666666666,15.0,-4.0,3.0,7.0,1.0,0.1111111111111111,18.0,-8.0,4.0,12.0,2.0,0.16666666666666666,16.0,-8.0,6.0,14.0,5.0,0.38461538461538464,12.0,-5.0,9.0,14.0,8.0,0.5333333333333333,9.0,-2.0,12.0,14.0,9.0,0.5,10.0,-2.0,13.0,15.0,10.0,0.47619047619047616,12.0,-2.0,14.0,16.0,11.0,0.5,12.0,-2.0,15.0,17.0,14.0,0.56,8.0,1.0,19.0,18.0,17.0,0.6071428571428571,7.0,5.0,23.0,18.0,20.0,0.6451612903225806,6.0,6.0,25.0,19.0,21.0,0.65625,6.0,6.0,26.0,20.0,22.0,0.6285714285714286,6.0,6.0,28.0,22.0,25.0,0.7142857142857143,6.0,10.0,33.0,23.0,28.0,0.7368421052631579,5.0,15.0,38.0,23.0,28.0,0.7368421052631579,7.0,11.0,39.0,28.0,31.0,0.7948717948717948,5.0,13.0,41.0,28.0,34.0,0.8292682926829268,5.0,15.0,43.0,28.0,37.0,0.8809523809523809,4.0,16.0,47.0,31.0,40.0,0.8888888888888888,4.0,17.0,48.0,31.0,43.0,0.9555555555555556,4.0,18.0,49.0,31.0,44.0,0.9166666666666666,4.0,18.0,52.0,34.0,45.0,0.8823529411764706,5.0,18.0,52.0,34.0,48.0,0.9230769230769231,5.0,20.0,56.0,36.0,48.0,0.9056603773584906,6.0,16.0,57.0,41.0,51.0,0.9107142857142857,6.0,19.0,61.0,42.0,54.0,0.9310344827586207,6.0,21.0,64.0,43.0,54.0,0.8852459016393442,6.0,16.0,64.0,48.0,57.0,0.890625,6.0,18.0,68.0,50.0,58.0,0.8656716417910447,6.0,18.0,69.0,51.0,61.0,0.8714285714285714,5.0,20.0,73.0,53.0,64.0,0.8767123287671232,4.0,21.0,77.0,56.0,64.0,0.8421052631578947,5.0,20.0,79.0,59.0
2012/2013,ADO Den Haag,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,5.0,0.0,2.0,2.0,2.0,0.3333333333333333,10.0,0.0,4.0,4.0,5.0,0.5555555555555556,7.0,2.0,8.0,6.0,5.0,0.4166666666666667,8.0,1.0,8.0,7.0,8.0,0.5333333333333333,6.0,3.0,11.0,8.0,9.0,0.5,7.0,3.0,12.0,9.0,10.0,0.5555555555555556,7.0,3.0,15.0,12.0,11.0,0.5238095238095238,7.0,3.0,16.0,13.0,11.0,0.5,8.0,2.0,17.0,15.0,14.0,0.56,8.0,4.0,19.0,15.0,15.0,0.5357142857142857,8.0,4.0,19.0,15.0,16.0,0.5333333333333333,8.0,4.0,21.0,17.0,16.0,0.48484848484848486,10.0,-1.0,22.0,23.0,19.0,0.5757575757575758,8.0,2.0,25.0,23.0,19.0,0.5588235294117647,8.0,0.0,25.0,25.0,20.0,0.5555555555555556,9.0,0.0,26.0,26.0,20.0,0.5405405405405406,9.0,-1.0,28.0,29.0,23.0,0.575,8.0,1.0,30.0,29.0,24.0,0.5853658536585366,7.0,1.0,31.0,30.0,25.0,0.5813953488372093,8.0,1.0,33.0,32.0,25.0,0.5434782608695652,8.0,-6.0,33.0,39.0,28.0,0.5957446808510638,8.0,-5.0,35.0,40.0,31.0,0.62,8.0,-4.0,37.0,41.0,32.0,0.64,8.0,-4.0,38.0,42.0,35.0,0.660377358490566,8.0,-2.0,41.0,43.0,36.0,0.6666666666666666,7.0,-2.0,42.0,44.0,36.0,0.631578947368421,7.0,-6.0,42.0,48.0,36.0,0.6,8.0,-10.0,42.0,52.0,36.0,0.5714285714285714,9.0,-11.0,42.0,53.0,36.0,0.5454545454545454,10.0,-13.0,43.0,56.0,36.0,0.5373134328358209,12.0,-14.0,44.0,58.0,37.0,0.5285714285714286,10.0,-14.0,45.0,59.0,40.0,0.547945205479452,9.0,-12.0,47.0,59.0,40.0,0.5263157894736842,9.0,-14.0,49.0,63.0
2012/2013,Ajax,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,6.0,0.0,2.0,2.0,4.0,0.6666666666666666,2.0,5.0,8.0,3.0,7.0,0.7777777777777778,2.0,10.0,13.0,3.0,8.0,0.6666666666666666,4.0,10.0,15.0,5.0,11.0,0.7333333333333333,3.0,12.0,17.0,5.0,12.0,0.6666666666666666,3.0,12.0,18.0,6.0,15.0,0.8333333333333334,4.0,13.0,19.0,6.0,16.0,0.7619047619047619,4.0,13.0,20.0,7.0,17.0,0.7727272727272727,4.0,13.0,23.0,10.0,18.0,0.72,4.0,13.0,25.0,12.0,18.0,0.6428571428571429,5.0,11.0,25.0,14.0,21.0,0.7,4.0,13.0,29.0,16.0,24.0,0.7272727272727273,4.0,15.0,31.0,16.0,27.0,0.8181818181818182,4.0,16.0,33.0,17.0,30.0,0.8823529411764706,4.0,18.0,36.0,18.0,33.0,0.9166666666666666,4.0,20.0,38.0,18.0,36.0,0.972972972972973,3.0,22.0,42.0,20.0,37.0,0.925,3.0,22.0,42.0,20.0,40.0,0.975609756097561,3.0,25.0,45.0,20.0,40.0,0.9302325581395349,3.0,24.0,47.0,23.0,43.0,0.9347826086956522,2.0,27.0,50.0,23.0,44.0,0.9361702127659575,2.0,27.0,51.0,24.0,47.0,0.94,2.0,29.0,53.0,24.0,48.0,0.96,2.0,29.0,54.0,25.0,51.0,0.9622641509433962,2.0,31.0,56.0,25.0,54.0,1.0,1.0,34.0,59.0,25.0,57.0,1.0,1.0,35.0,62.0,27.0,60.0,1.0,1.0,38.0,66.0,28.0,63.0,1.0,1.0,42.0,70.0,28.0,66.0,1.0,1.0,43.0,73.0,30.0,67.0,1.0,1.0,43.0,74.0,31.0,70.0,1.0,1.0,45.0,76.0,31.0,73.0,1.0,1.0,50.0,81.0,31.0,76.0,1.0,1.0,52.0,83.0,31.0
2012/2013,AZ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,7.0,0.0,2.0,2.0,4.0,0.6666666666666666,3.0,2.0,5.0,3.0,5.0,0.5555555555555556,8.0,2.0,5.0,3.0,5.0,0.4166666666666667,10.0,-2.0,6.0,8.0,8.0,0.5333333333333333,7.0,2.0,10.0,8.0,8.0,0.4444444444444444,9.0,1.0,11.0,10.0,9.0,0.5,10.0,1.0,14.0,13.0,9.0,0.42857142857142855,11.0,-2.0,14.0,16.0,9.0,0.4090909090909091,13.0,-4.0,14.0,18.0,12.0,0.48,10.0,-3.0,16.0,19.0,12.0,0.42857142857142855,11.0,-4.0,17.0,21.0,13.0,0.43333333333333335,12.0,-4.0,19.0,23.0,14.0,0.42424242424242425,12.0,-4.0,20.0,24.0,14.0,0.42424242424242425,12.0,-6.0,20.0,26.0,14.0,0.4117647058823529,12.0,-7.0,21.0,28.0,15.0,0.4166666666666667,12.0,-7.0,21.0,28.0,18.0,0.4864864864864865,12.0,-6.0,23.0,29.0,18.0,0.45,12.0,-9.0,23.0,32.0,21.0,0.5121951219512195,11.0,-6.0,27.0,33.0,24.0,0.5581395348837209,9.0,-3.0,31.0,34.0,24.0,0.5217391304347826,10.0,-4.0,31.0,35.0,24.0,0.5106382978723404,11.0,-6.0,32.0,38.0,25.0,0.5,11.0,-6.0,34.0,40.0,25.0,0.5,13.0,-7.0,34.0,41.0,25.0,0.4716981132075472,15.0,-8.0,35.0,43.0,26.0,0.48148148148148145,14.0,-8.0,36.0,44.0,26.0,0.45614035087719296,14.0,-9.0,38.0,47.0,29.0,0.48333333333333334,14.0,-8.0,40.0,48.0,30.0,0.47619047619047616,14.0,-8.0,41.0,49.0,33.0,0.5,13.0,-2.0,47.0,49.0,33.0,0.4925373134328358,14.0,-4.0,48.0,52.0,36.0,0.5142857142857142,12.0,0.0,52.0,52.0,39.0,0.5342465753424658,10.0,4.0,56.0,52.0,39.0,0.5131578947368421,10.0,2.0,56.0,54.0
2012/2013,FC Groningen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,-3.0,1.0,4.0,1.0,0.16666666666666666,17.0,-3.0,2.0,5.0,1.0,0.1111111111111111,16.0,-5.0,3.0,8.0,4.0,0.3333333333333333,12.0,-4.0,4.0,8.0,4.0,0.26666666666666666,12.0,-7.0,4.0,11.0,7.0,0.3888888888888889,11.0,-6.0,6.0,12.0,10.0,0.5555555555555556,9.0,-5.0,9.0,14.0,11.0,0.5238095238095238,8.0,-5.0,11.0,16.0,11.0,0.5,10.0,-8.0,11.0,19.0,11.0,0.44,11.0,-9.0,11.0,20.0,11.0,0.39285714285714285,12.0,-10.0,12.0,22.0,14.0,0.4666666666666667,10.0,-9.0,13.0,22.0,15.0,0.45454545454545453,11.0,-9.0,14.0,23.0,16.0,0.48484848484848486,11.0,-9.0,15.0,24.0,19.0,0.5588235294117647,9.0,-7.0,17.0,24.0,19.0,0.5277777777777778,11.0,-9.0,17.0,26.0,20.0,0.5405405405405406,10.0,-9.0,17.0,26.0,20.0,0.5,11.0,-10.0,18.0,28.0,20.0,0.4878048780487805,12.0,-12.0,18.0,30.0,20.0,0.46511627906976744,12.0,-13.0,19.0,32.0,23.0,0.5,12.0,-12.0,20.0,32.0,26.0,0.5531914893617021,10.0,-11.0,22.0,33.0,26.0,0.52,10.0,-13.0,22.0,35.0,29.0,0.58,9.0,-12.0,23.0,35.0,29.0,0.5471698113207547,10.0,-15.0,24.0,39.0,30.0,0.5555555555555556,11.0,-15.0,25.0,40.0,30.0,0.5263157894736842,12.0,-18.0,25.0,43.0,33.0,0.55,11.0,-17.0,27.0,44.0,36.0,0.5714285714285714,10.0,-15.0,30.0,45.0,39.0,0.5909090909090909,8.0,-13.0,32.0,45.0,42.0,0.6268656716417911,8.0,-12.0,34.0,46.0,42.0,0.6,8.0,-15.0,36.0,51.0,43.0,0.589041095890411,7.0,-15.0,36.0,51.0,43.0,0.5657894736842105,7.0,-17.0,36.0,53.0
2012/2013,FC Twente,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,4.0,1.0,6.0,1.0,1.0,4.0,5.0,1.0,9.0,1.0,1.0,6.0,8.0,2.0,12.0,1.0,1.0,7.0,9.0,2.0,15.0,1.0,1.0,11.0,15.0,4.0,18.0,1.0,1.0,12.0,16.0,4.0,18.0,1.0,1.0,11.0,16.0,5.0,21.0,1.0,1.0,14.0,19.0,5.0,22.0,1.0,1.0,14.0,20.0,6.0,25.0,1.0,1.0,15.0,21.0,6.0,28.0,1.0,1.0,18.0,24.0,6.0,29.0,0.9666666666666667,2.0,18.0,24.0,6.0,30.0,0.9090909090909091,2.0,18.0,25.0,7.0,31.0,0.9393939393939394,2.0,18.0,27.0,9.0,34.0,1.0,1.0,20.0,29.0,9.0,34.0,0.9444444444444444,3.0,17.0,29.0,12.0,37.0,1.0,2.0,18.0,32.0,14.0,40.0,1.0,2.0,21.0,35.0,14.0,41.0,1.0,1.0,21.0,35.0,14.0,42.0,0.9767441860465116,2.0,21.0,35.0,14.0,42.0,0.9130434782608695,3.0,19.0,37.0,18.0,43.0,0.9148936170212766,4.0,19.0,38.0,19.0,44.0,0.88,3.0,19.0,39.0,20.0,44.0,0.88,5.0,18.0,40.0,22.0,44.0,0.8301886792452831,5.0,16.0,40.0,24.0,44.0,0.8148148148148148,6.0,15.0,40.0,25.0,47.0,0.8245614035087719,5.0,18.0,43.0,25.0,48.0,0.8,5.0,18.0,44.0,26.0,51.0,0.8095238095238095,5.0,20.0,46.0,26.0,54.0,0.8181818181818182,5.0,22.0,49.0,27.0,55.0,0.8208955223880597,5.0,22.0,51.0,29.0,58.0,0.8285714285714286,5.0,25.0,56.0,31.0,59.0,0.8082191780821918,6.0,25.0,57.0,32.0,62.0,0.8157894736842105,6.0,27.0,60.0,33.0
2012/2013,FC Utrecht,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,-1.0,0.0,1.0,3.0,0.5,8.0,1.0,3.0,2.0,4.0,0.4444444444444444,9.0,1.0,4.0,3.0,5.0,0.4166666666666667,9.0,1.0,5.0,4.0,8.0,0.5333333333333333,8.0,2.0,6.0,4.0,11.0,0.6111111111111112,5.0,3.0,7.0,4.0,11.0,0.6111111111111112,6.0,2.0,8.0,6.0,12.0,0.5714285714285714,6.0,2.0,9.0,7.0,15.0,0.6818181818181818,6.0,3.0,11.0,8.0,18.0,0.72,6.0,4.0,12.0,8.0,21.0,0.75,4.0,8.0,17.0,9.0,21.0,0.7,6.0,4.0,17.0,13.0,22.0,0.6666666666666666,6.0,4.0,18.0,14.0,22.0,0.6666666666666666,6.0,2.0,18.0,16.0,25.0,0.7352941176470589,6.0,3.0,20.0,17.0,26.0,0.7222222222222222,6.0,3.0,21.0,18.0,29.0,0.7837837837837838,6.0,5.0,24.0,19.0,30.0,0.75,6.0,5.0,24.0,19.0,33.0,0.8048780487804879,6.0,7.0,26.0,19.0,36.0,0.8372093023255814,6.0,9.0,29.0,20.0,39.0,0.8478260869565217,5.0,11.0,33.0,22.0,39.0,0.8297872340425532,6.0,8.0,33.0,25.0,39.0,0.78,6.0,7.0,34.0,27.0,42.0,0.84,6.0,11.0,38.0,27.0,42.0,0.7924528301886793,6.0,9.0,38.0,29.0,45.0,0.8333333333333334,5.0,10.0,39.0,29.0,45.0,0.7894736842105263,6.0,9.0,40.0,31.0,48.0,0.8,6.0,10.0,42.0,32.0,51.0,0.8095238095238095,6.0,11.0,43.0,32.0,51.0,0.7727272727272727,6.0,5.0,43.0,38.0,54.0,0.8059701492537313,6.0,8.0,46.0,38.0,57.0,0.8142857142857143,6.0,9.0,48.0,39.0,60.0,0.821917808219178,5.0,11.0,52.0,41.0,63.0,0.8289473684210527,5.0,14.0,55.0,41.0
2012/2013,Feyenoord,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,1.0,0.0,4.0,0.6666666666666666,6.0,1.0,2.0,1.0,7.0,0.7777777777777778,5.0,2.0,4.0,2.0,7.0,0.5833333333333334,6.0,1.0,4.0,3.0,10.0,0.6666666666666666,4.0,3.0,6.0,3.0,10.0,0.5555555555555556,6.0,0.0,6.0,6.0,13.0,0.7222222222222222,5.0,4.0,11.0,7.0,14.0,0.6666666666666666,5.0,4.0,13.0,9.0,17.0,0.7727272727272727,5.0,5.0,16.0,11.0,18.0,0.72,5.0,5.0,18.0,13.0,18.0,0.6428571428571429,6.0,2.0,18.0,16.0,21.0,0.7,5.0,5.0,23.0,18.0,24.0,0.7272727272727273,5.0,8.0,26.0,18.0,27.0,0.8181818181818182,5.0,10.0,28.0,18.0,30.0,0.8823529411764706,5.0,12.0,30.0,18.0,31.0,0.8611111111111112,5.0,12.0,32.0,20.0,34.0,0.918918918918919,5.0,13.0,35.0,22.0,37.0,0.925,4.0,14.0,37.0,23.0,37.0,0.9024390243902439,4.0,11.0,37.0,26.0,38.0,0.8837209302325582,5.0,11.0,37.0,26.0,41.0,0.8913043478260869,4.0,13.0,40.0,27.0,44.0,0.9361702127659575,3.0,15.0,43.0,28.0,44.0,0.88,4.0,14.0,45.0,31.0,47.0,0.94,3.0,15.0,47.0,32.0,50.0,0.9433962264150944,3.0,18.0,50.0,32.0,53.0,0.9814814814814815,3.0,19.0,51.0,32.0,56.0,0.9824561403508771,3.0,20.0,53.0,33.0,56.0,0.9333333333333333,4.0,18.0,53.0,35.0,59.0,0.9365079365079365,4.0,19.0,54.0,35.0,60.0,0.9090909090909091,4.0,19.0,55.0,36.0,63.0,0.9402985074626866,3.0,21.0,57.0,36.0,66.0,0.9428571428571428,3.0,27.0,63.0,36.0,66.0,0.9041095890410958,3.0,25.0,63.0,38.0,69.0,0.9078947368421053,3.0,26.0,64.0,38.0
2012/2013,Heracles Almelo,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,9.0,0.0,1.0,1.0,1.0,0.16666666666666666,14.0,-2.0,2.0,4.0,1.0,0.1111111111111111,14.0,-3.0,3.0,6.0,2.0,0.16666666666666666,14.0,-3.0,4.0,7.0,5.0,0.3333333333333333,11.0,-2.0,6.0,8.0,6.0,0.3333333333333333,12.0,-2.0,7.0,9.0,7.0,0.3888888888888889,12.0,-2.0,10.0,12.0,10.0,0.47619047619047616,9.0,1.0,13.0,12.0,11.0,0.5,9.0,1.0,16.0,15.0,14.0,0.56,7.0,4.0,22.0,18.0,14.0,0.5,9.0,0.0,22.0,22.0,14.0,0.4666666666666667,9.0,-1.0,24.0,25.0,17.0,0.5151515151515151,8.0,3.0,29.0,26.0,18.0,0.5454545454545454,9.0,3.0,31.0,28.0,18.0,0.5294117647058824,10.0,1.0,31.0,30.0,19.0,0.5277777777777778,10.0,1.0,32.0,31.0,19.0,0.5135135135135135,11.0,0.0,34.0,34.0,20.0,0.5,10.0,0.0,35.0,35.0,23.0,0.5609756097560976,10.0,1.0,36.0,35.0,23.0,0.5348837209302325,11.0,-3.0,37.0,40.0,24.0,0.5217391304347826,9.0,-3.0,40.0,43.0,27.0,0.574468085106383,9.0,0.0,44.0,44.0,28.0,0.56,9.0,0.0,45.0,45.0,28.0,0.56,10.0,-2.0,48.0,50.0,28.0,0.5283018867924528,11.0,-4.0,49.0,53.0,31.0,0.5740740740740741,10.0,-3.0,50.0,53.0,34.0,0.5964912280701754,10.0,-1.0,52.0,53.0,34.0,0.5666666666666667,10.0,-2.0,53.0,55.0,34.0,0.5396825396825397,11.0,-6.0,53.0,59.0,34.0,0.5151515151515151,12.0,-8.0,53.0,61.0,37.0,0.5522388059701493,9.0,-4.0,57.0,61.0,37.0,0.5285714285714286,9.0,-10.0,57.0,67.0,38.0,0.5205479452054794,11.0,-10.0,58.0,68.0,38.0,0.5,12.0,-13.0,58.0,71.0
2012/2013,NAC Breda,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,10.0,0.0,1.0,1.0,1.0,0.16666666666666666,12.0,-1.0,1.0,2.0,1.0,0.1111111111111111,17.0,-6.0,1.0,7.0,2.0,0.16666666666666666,17.0,-6.0,2.0,8.0,2.0,0.13333333333333333,16.0,-7.0,3.0,10.0,5.0,0.2777777777777778,13.0,-6.0,5.0,11.0,5.0,0.2777777777777778,15.0,-8.0,5.0,13.0,5.0,0.23809523809523808,17.0,-12.0,5.0,17.0,5.0,0.22727272727272727,17.0,-15.0,5.0,20.0,8.0,0.32,16.0,-12.0,9.0,21.0,11.0,0.39285714285714285,13.0,-11.0,11.0,22.0,11.0,0.36666666666666664,14.0,-12.0,11.0,23.0,11.0,0.3333333333333333,15.0,-14.0,11.0,25.0,11.0,0.3333333333333333,15.0,-17.0,11.0,28.0,12.0,0.35294117647058826,15.0,-17.0,12.0,29.0,13.0,0.3611111111111111,16.0,-17.0,14.0,31.0,14.0,0.3783783783783784,16.0,-17.0,14.0,31.0,14.0,0.35,17.0,-22.0,15.0,37.0,17.0,0.4146341463414634,16.0,-21.0,16.0,37.0,20.0,0.46511627906976744,13.0,-17.0,20.0,37.0,23.0,0.5,13.0,-14.0,23.0,37.0,23.0,0.48936170212765956,14.0,-15.0,24.0,39.0,24.0,0.48,12.0,-15.0,25.0,40.0,27.0,0.54,11.0,-14.0,26.0,40.0,27.0,0.5094339622641509,12.0,-15.0,27.0,42.0,28.0,0.5185185185185185,12.0,-15.0,28.0,43.0,31.0,0.543859649122807,11.0,-11.0,32.0,43.0,32.0,0.5333333333333333,12.0,-11.0,33.0,44.0,32.0,0.5079365079365079,12.0,-14.0,33.0,47.0,35.0,0.5303030303030303,11.0,-12.0,35.0,47.0,35.0,0.5223880597014925,13.0,-15.0,35.0,50.0,35.0,0.5,14.0,-17.0,35.0,52.0,38.0,0.5205479452054794,12.0,-15.0,40.0,55.0,38.0,0.5,13.0,-16.0,40.0,56.0
2012/2013,N.E.C.,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,0.0,3.0,0.5,9.0,-3.0,3.0,6.0,3.0,0.3333333333333333,10.0,-5.0,4.0,9.0,6.0,0.5,7.0,-1.0,8.0,9.0,7.0,0.4666666666666667,10.0,-1.0,10.0,11.0,8.0,0.4444444444444444,10.0,-1.0,10.0,11.0,8.0,0.4444444444444444,11.0,-5.0,11.0,16.0,9.0,0.42857142857142855,12.0,-5.0,12.0,17.0,12.0,0.5454545454545454,7.0,-3.0,14.0,17.0,13.0,0.52,9.0,-3.0,14.0,17.0,16.0,0.5714285714285714,7.0,-2.0,16.0,18.0,19.0,0.6333333333333333,7.0,-1.0,19.0,20.0,19.0,0.5757575757575758,7.0,-4.0,20.0,24.0,22.0,0.6666666666666666,7.0,-2.0,22.0,24.0,23.0,0.6764705882352942,7.0,-2.0,23.0,25.0,23.0,0.6388888888888888,7.0,-4.0,23.0,27.0,24.0,0.6486486486486487,7.0,-4.0,24.0,28.0,24.0,0.6,7.0,-6.0,24.0,30.0,24.0,0.5853658536585366,8.0,-8.0,24.0,32.0,27.0,0.627906976744186,7.0,-7.0,26.0,33.0,30.0,0.6521739130434783,7.0,-6.0,28.0,34.0,33.0,0.7021276595744681,7.0,-3.0,31.0,34.0,33.0,0.66,7.0,-4.0,32.0,36.0,36.0,0.72,7.0,-3.0,35.0,38.0,36.0,0.6792452830188679,7.0,-6.0,35.0,41.0,36.0,0.6666666666666666,8.0,-7.0,35.0,42.0,36.0,0.631578947368421,8.0,-9.0,36.0,45.0,36.0,0.6,9.0,-12.0,37.0,49.0,37.0,0.5873015873015873,8.0,-12.0,38.0,50.0,37.0,0.5606060606060606,9.0,-14.0,38.0,52.0,37.0,0.5522388059701493,10.0,-16.0,39.0,55.0,37.0,0.5285714285714286,11.0,-19.0,41.0,60.0,37.0,0.5068493150684932,13.0,-21.0,43.0,64.0,37.0,0.4868421052631579,15.0,-22.0,44.0,66.0
2012/2013,PEC Zwolle,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,11.0,0.0,1.0,1.0,1.0,0.16666666666666666,13.0,-1.0,1.0,2.0,2.0,0.2222222222222222,11.0,-1.0,2.0,3.0,2.0,0.16666666666666666,15.0,-5.0,2.0,7.0,2.0,0.13333333333333333,17.0,-7.0,2.0,9.0,2.0,0.1111111111111111,18.0,-8.0,3.0,11.0,5.0,0.2777777777777778,14.0,-7.0,4.0,11.0,5.0,0.23809523809523808,16.0,-10.0,4.0,14.0,8.0,0.36363636363636365,15.0,-9.0,6.0,15.0,8.0,0.32,15.0,-10.0,7.0,17.0,8.0,0.2857142857142857,16.0,-11.0,8.0,19.0,8.0,0.26666666666666666,17.0,-13.0,10.0,23.0,11.0,0.3333333333333333,14.0,-11.0,12.0,23.0,12.0,0.36363636363636365,14.0,-11.0,14.0,25.0,13.0,0.38235294117647056,14.0,-11.0,14.0,25.0,14.0,0.3888888888888889,14.0,-11.0,15.0,26.0,14.0,0.3783783783783784,15.0,-12.0,16.0,28.0,15.0,0.375,14.0,-12.0,17.0,29.0,18.0,0.43902439024390244,13.0,-10.0,20.0,30.0,19.0,0.4418604651162791,14.0,-10.0,21.0,31.0,19.0,0.41304347826086957,16.0,-13.0,21.0,34.0,20.0,0.425531914893617,16.0,-13.0,22.0,35.0,23.0,0.46,15.0,-12.0,25.0,37.0,23.0,0.46,15.0,-13.0,25.0,38.0,26.0,0.49056603773584906,14.0,-11.0,27.0,38.0,26.0,0.48148148148148145,15.0,-14.0,27.0,41.0,29.0,0.5087719298245614,13.0,-13.0,30.0,43.0,29.0,0.48333333333333334,15.0,-14.0,31.0,45.0,30.0,0.47619047619047616,15.0,-14.0,32.0,46.0,33.0,0.5,14.0,-12.0,34.0,46.0,36.0,0.5373134328358209,11.0,-10.0,37.0,47.0,36.0,0.5142857142857142,13.0,-11.0,38.0,49.0,36.0,0.4931506849315068,14.0,-15.0,38.0,53.0,39.0,0.5131578947368421,11.0,-13.0,42.0,55.0
2012/2013,PSV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,-1.0,2.0,3.0,3.0,0.5,7.0,4.0,7.0,3.0,6.0,0.6666666666666666,6.0,6.0,10.0,4.0,9.0,0.75,3.0,10.0,15.0,5.0,9.0,0.6,5.0,9.0,15.0,6.0,12.0,0.6666666666666666,4.0,12.0,18.0,6.0,15.0,0.8333333333333334,3.0,18.0,24.0,6.0,18.0,0.8571428571428571,2.0,22.0,28.0,6.0,21.0,0.9545454545454546,2.0,23.0,31.0,8.0,24.0,0.96,2.0,24.0,33.0,9.0,27.0,0.9642857142857143,2.0,28.0,37.0,9.0,30.0,1.0,1.0,32.0,42.0,10.0,33.0,1.0,1.0,37.0,48.0,11.0,33.0,1.0,1.0,36.0,49.0,13.0,33.0,0.9705882352941176,3.0,34.0,50.0,16.0,36.0,1.0,1.0,37.0,53.0,16.0,37.0,1.0,1.0,37.0,54.0,17.0,40.0,1.0,1.0,42.0,60.0,18.0,40.0,0.975609756097561,2.0,40.0,61.0,21.0,43.0,1.0,1.0,44.0,66.0,22.0,46.0,1.0,1.0,51.0,73.0,22.0,47.0,1.0,1.0,51.0,75.0,24.0,50.0,1.0,1.0,52.0,77.0,25.0,50.0,1.0,1.0,51.0,78.0,27.0,53.0,1.0,1.0,53.0,80.0,27.0,53.0,0.9814814814814815,2.0,52.0,81.0,29.0,56.0,0.9824561403508771,2.0,54.0,83.0,29.0,57.0,0.95,2.0,54.0,85.0,31.0,60.0,0.9523809523809523,2.0,56.0,88.0,32.0,60.0,0.9090909090909091,3.0,55.0,90.0,35.0,63.0,0.9402985074626866,2.0,57.0,93.0,36.0,66.0,0.9428571428571428,2.0,60.0,98.0,38.0,69.0,0.9452054794520548,2.0,62.0,102.0,40.0,69.0,0.9078947368421053,2.0,60.0,103.0,43.0
2012/2013,RKC Waalwijk,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,3.0,2.0,4.0,0.6666666666666666,4.0,1.0,5.0,4.0,7.0,0.7777777777777778,4.0,2.0,6.0,4.0,8.0,0.6666666666666666,5.0,2.0,7.0,5.0,8.0,0.5333333333333333,9.0,0.0,7.0,7.0,9.0,0.5,8.0,0.0,8.0,8.0,10.0,0.5555555555555556,8.0,0.0,11.0,11.0,10.0,0.47619047619047616,10.0,-1.0,11.0,12.0,10.0,0.45454545454545453,12.0,-2.0,12.0,14.0,10.0,0.4,13.0,-3.0,12.0,15.0,10.0,0.35714285714285715,14.0,-4.0,13.0,17.0,13.0,0.43333333333333335,11.0,0.0,17.0,17.0,16.0,0.48484848484848486,9.0,2.0,19.0,17.0,17.0,0.5151515151515151,10.0,2.0,20.0,18.0,17.0,0.5,11.0,0.0,20.0,20.0,20.0,0.5555555555555556,8.0,2.0,22.0,20.0,21.0,0.5675675675675675,8.0,2.0,24.0,22.0,22.0,0.55,9.0,2.0,24.0,22.0,23.0,0.5609756097560976,9.0,2.0,24.0,22.0,23.0,0.5348837209302325,10.0,-2.0,24.0,26.0,23.0,0.5,11.0,-3.0,24.0,27.0,23.0,0.48936170212765956,12.0,-4.0,25.0,29.0,23.0,0.46,13.0,-6.0,25.0,31.0,23.0,0.46,14.0,-7.0,25.0,32.0,26.0,0.49056603773584906,13.0,-6.0,27.0,33.0,26.0,0.48148148148148145,13.0,-7.0,27.0,34.0,26.0,0.45614035087719296,15.0,-9.0,27.0,36.0,29.0,0.48333333333333334,13.0,-5.0,31.0,36.0,30.0,0.47619047619047616,13.0,-5.0,32.0,37.0,31.0,0.4696969696969697,15.0,-5.0,33.0,38.0,31.0,0.4626865671641791,15.0,-9.0,33.0,42.0,31.0,0.44285714285714284,15.0,-11.0,34.0,45.0,34.0,0.4657534246575342,15.0,-10.0,37.0,47.0,37.0,0.4868421052631579,14.0,-9.0,39.0,48.0
